NOMBRE_CIENTIFICO,NOMBRE_COMUN,NOMBRE_CIENTIFICO_RESOLUCION_POA,NOMBRE_COMUN_RESOLUCION_POA,BLOQUE,FAJA,CODIGO_ESPECIE,VOLUMEN_ESPECIE,DAP,AC,DMC,CONDICION,ESTADO,ZONA_UTM,COORDENADA_ESTE,COORDENADA_NORTE,PCA,OBSERVACION
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,50,14453,8.4834,85,23,41,Aprovechable,En Pie,18S,449496,9153529,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,50,14454,7.3769,85,20,41,Aprovechable,En Pie,18S,449506,9153433,PC 08,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,50,14455,5.7892,90,14,51,Aprovechable,En Pie,18S,449479,9153435,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,50,14456,3.3081,60,18,56,Aprovechable,En Pie,18S,449513,9153416,PC 08,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,50,14457,3.3081,60,18,46,Aprovechable,En Pie,18S,449500,9153405,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,50,14458,9.0973,90,22,41,Aprovechable,En Pie,18S,449495,9153398,PC 08,
Handroanthus incanus , Tahuari, ,, ,50,14459,3.2019,56,20,46,Semillero,En Pie,18S,449505,9153290,PC 08,SEMILLERO
Handroanthus incanus , Tahuari, ,, ,50,14460,6.5345,80,20,46,Aprovechable,En Pie,18S,449489,9153153,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,50,14461,8.2703,90,20,41,Aprovechable,En Pie,18S,449507,9153131,PC 08,
Terminalia oblonga , Yacushapana,Terminalia amazonia , Yacushapana, ,50,14462,3.4919,60,19,41,Aprovechable,En Pie,18S,449527,9153091,PC 08,
Handroanthus incanus , Tahuari, ,, ,50,14463,7.188,80,22,46,Aprovechable,En Pie,18S,449511,9153039,PC 08,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,50,14464,8.4834,85,23,64,Semillero,En Pie,18S,449507,9152912,PC 08,SEMILLERO
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,50,14465,7.188,80,22,41,Aprovechable,En Pie,18S,449517,9152816,PC 08,
Terminalia oblonga , Yacushapana,Terminalia amazonia , Yacushapana, ,50,14466,4.9609,65,23,41,Aprovechable,En Pie,18S,449515,9152729,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,14467,8.6276,130,10,60,Aprovechable,En Pie,18S,449501,9152703,PC 08,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,50,14468,2.8078,50,22,41,Aprovechable,En Pie,18S,449516,9152648,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,14470,7.3513,120,10,60,Aprovechable,En Pie,18S,449494,9152521,PC 08,
Hymenaea courbaril , Azúcar huayo,Hymenaea courbaril , Azúcar huayo, ,50,14471,6.0036,70,24,51,Semillero,En Pie,18S,449510,9152502,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,50,14472,4.5946,60,25,56,Semillero,En Pie,18S,449505,9152454,PC 08,SEMILLERO
Handroanthus incanus , Tahuari, ,, ,50,14473,4.227,60,23,46,Semillero,En Pie,18S,449489,9152419,PC 08,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,50,14474,2.2654,43,24,41,Semillero,En Pie,18S,449514,9152359,PC 08,SEMILLERO
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,50,14475,8.6838,90,21,56,Aprovechable,En Pie,18S,449486,9152137,PC 08,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,50,14476,7.8414,80,24,64,Semillero,En Pie,18S,449480,9152116,PC 08,SEMILLERO
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,50,14477,3.0369,52,22,41,Aprovechable,En Pie,18S,449502,9151966,PC 08,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,50,14478,2.0767,43,22,41,Aprovechable,En Pie,18S,449500,9151886,PC 08,
Ceiba samauma , Huimba,Ceiba samauma , Huimba, ,50,14479,5.2276,80,16,51,Aprovechable,En Pie,18S,449499,9151856,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,14480,10.3531,130,12,60,Aprovechable,En Pie,18S,449495,9151826,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,50,14481,8.8522,85,24,56,Aprovechable,En Pie,18S,449498,9151820,PC 08,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,50,14482,3.6757,60,20,46,Semillero,En Pie,18S,449485,9151778,PC 08,SEMILLERO
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,50,14483,2.6138,80,8,51,Aprovechable,En Pie,18S,449486,9151682,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,14484,8.6276,130,10,60,Aprovechable,En Pie,18S,449507,9151675,PC 08,
Terminalia oblonga , Yacushapana,Terminalia amazonia , Yacushapana, ,50,14485,5.7534,70,23,41,Aprovechable,En Pie,18S,449502,9151657,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,50,14486,9.5108,90,23,56,Aprovechable,En Pie,18S,449501,9151622,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,50,14487,5.7534,70,23,56,Semillero,En Pie,18S,449509,9151591,PC 08,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,112,14488,9.0973,90,22,51,Aprovechable,En Pie,18S,446387,9151565,PC 08,
Ceiba samauma , Huimba,Ceiba samauma , Huimba, ,50,14489,5.7534,70,23,51,Semillero,En Pie,18S,449489,9151541,PC 08,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,112,14490,19.8435,130,23,51,Aprovechable,En Pie,18S,446370,9151553,PC 08,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,112,14491,4.3691,61,23,41,Aprovechable,En Pie,18S,446394,9151611,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,112,14492,6.5345,80,20,56,Aprovechable,En Pie,18S,446429,9151654,PC 08,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,112,14493,14.8533,115,22,41,Aprovechable,En Pie,18S,446384,9151833,PC 08,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,112,14494,7.4432,90,18,41,Aprovechable,En Pie,18S,446363,9151852,PC 08,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,112,14495,23.6052,156,19,41,Aprovechable,En Pie,18S,446403,9152008,PC 08,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,112,14496,4.4108,60,24,41,Semillero,En Pie,18S,446409,9152030,PC 08,SEMILLERO
Handroanthus incanus , Tahuari, ,, ,112,14497,4.0024,56,25,46,Semillero,En Pie,18S,446410,9152173,PC 08,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,112,14498,14.2075,110,23,51,Aprovechable,En Pie,18S,446385,9152210,PC 08,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,112,14499,3.6757,60,20,41,Aprovechable,En Pie,18S,446419,9152231,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,112,14500,12.2522,100,24,51,Aprovechable,En Pie,18S,446412,9152297,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14501,4.375,69,18,41,Aprovechable,En Pie,18S,449915,9153733,PC 08,
Pterocarpus rohrii , Chontaquiro,Pterocarpus rohrii , Chontaquiro, ,42,14502,3.4193,61,18,46,Aprovechable,En Pie,18S,449908,9153717,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,42,14503,4.2525,70,17,56,Aprovechable,En Pie,18S,449922,9153705,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14504,2.9405,60,16,41,Aprovechable,En Pie,18S,449909,9153683,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,42,14505,5.8811,80,18,56,Aprovechable,En Pie,18S,449914,9153639,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14506,2.3892,60,13,41,Aprovechable,En Pie,18S,449911,9153638,PC 08,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,42,14507,5.003,70,20,41,Aprovechable,En Pie,18S,449900,9153633,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14508,2.9405,60,16,41,Semillero,En Pie,18S,449908,9153496,PC 08,SEMILLERO
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14509,3.2354,65,15,41,Aprovechable,En Pie,18S,449901,9153427,PC 08,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,42,14510,4.0193,81,12,51,Aprovechable,En Pie,18S,449910,9153281,PC 08,
Pterocarpus rohrii , Chontaquiro,Pterocarpus rohrii , Chontaquiro, ,42,14511,2.7568,60,15,46,Aprovechable,En Pie,18S,449896,9153229,PC 08,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,42,14512,8.8253,98,18,64,Aprovechable,En Pie,18S,449891,9153187,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,42,14513,12.3543,110,20,60,Aprovechable,En Pie,18S,449907,9153055,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14514,3.6472,63,18,41,Aprovechable,En Pie,18S,449881,9153033,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14515,3.1243,60,17,41,Aprovechable,En Pie,18S,449887,9153016,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,42,14516,5.043,84,14,60,Aprovechable,En Pie,18S,449906,9153010,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,42,14517,7.1471,100,14,60,Aprovechable,En Pie,18S,449891,9152963,PC 08,
Terminalia oblonga , Yacushapana,Terminalia amazonia , Yacushapana, ,42,14518,4.5295,65,21,41,Aprovechable,En Pie,18S,449886,9152965,PC 08,
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,42,14519,7.2787,89,18,41,Aprovechable,En Pie,18S,449911,9152855,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,42,14520,5.7432,75,20,60,Semillero,En Pie,18S,449903,9152838,PC 08,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,42,14521,4.9573,68,21,64,Semillero,En Pie,18S,449903,9152742,PC 08,SEMILLERO
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,42,14522,4.5295,65,21,41,Aprovechable,En Pie,18S,449878,9152748,PC 08,
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,42,14523,8.2703,90,20,41,Aprovechable,En Pie,18S,449885,9152719,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,42,14524,8.1146,85,22,56,Aprovechable,En Pie,18S,449894,9152695,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14525,2.9405,60,16,41,Aprovechable,En Pie,18S,449910,9152658,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,42,14526,5.7534,70,23,56,Aprovechable,En Pie,18S,449884,9152639,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,42,14527,3.263,58,19,56,Semillero,En Pie,18S,449903,9152636,PC 08,SEMILLERO
Terminalia oblonga , Yacushapana,Terminalia amazonia , Yacushapana, ,42,14528,4.4729,74,16,41,Aprovechable,En Pie,18S,449924,9152589,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,42,14529,8.1146,85,22,56,Semillero,En Pie,18S,449911,9152509,PC 08,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,42,14530,7.188,80,22,64,Semillero,En Pie,18S,449902,9152291,PC 08,SEMILLERO
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,42,14531,2.7568,60,15,41,Aprovechable,En Pie,18S,449880,9152170,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,42,14532,8.2703,90,20,56,Aprovechable,En Pie,18S,449917,9152092,PC 08,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,42,14533,5.8811,80,18,41,Aprovechable,En Pie,18S,449887,9151934,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,14534,6.2119,78,20,51,Aprovechable,En Pie,18S,449904,9151870,PC 08,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,42,14535,1.8532,55,12,41,Semillero,En Pie,18S,449897,9151779,PC 08,SEMILLERO
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,42,14536,15.4378,120,21,41,Aprovechable,En Pie,18S,449916,9151778,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14537,2.0216,60,11,41,Semillero,En Pie,18S,449926,9151703,PC 08,SEMILLERO
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14538,3.0912,58,18,41,Semillero,En Pie,18S,449915,9151702,PC 08,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,14539,5.2276,80,16,51,Semillero,En Pie,18S,449881,9151694,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,42,14540,2.7568,60,15,41,Aprovechable,En Pie,18S,449917,9151610,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,42,14541,13.5898,110,22,56,Aprovechable,En Pie,18S,449902,9151601,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,47,14542,5.2276,80,16,56,Aprovechable,En Pie,18S,449646,9151576,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,47,14544,5.5911,74,20,56,Aprovechable,En Pie,18S,449631,9151709,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,14545,11.1189,110,18,51,Aprovechable,En Pie,18S,449660,9151756,PC 08,
Ceiba samauma , Huimba,Ceiba samauma , Huimba, ,47,14546,3.6472,63,18,51,Aprovechable,En Pie,18S,449647,9151812,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,14547,7.3456,92,17,51,Aprovechable,En Pie,18S,449641,9151925,PC 08,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,47,14548,2.7797,55,18,41,Aprovechable,En Pie,18S,449674,9151954,PC 08,
Ceiba samauma , Huimba,Ceiba samauma , Huimba, ,47,14549,4.0024,70,16,51,Semillero,En Pie,18S,449669,9151978,PC 08,
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,47,14550,3.8824,65,18,41,Semillero,En Pie,18S,449656,9152201,PC 08,SEMILLERO
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,47,14551,2.4014,56,15,41,Semillero,En Pie,18S,449650,9152209,PC 08,SEMILLERO
Ceiba samauma , Huimba,Ceiba samauma , Huimba, ,47,14552,6.5345,80,20,51,Aprovechable,En Pie,18S,449664,9152256,PC 08,
Handroanthus incanus , Tahuari, ,, ,47,14553,5.003,70,20,46,Aprovechable,En Pie,18S,449643,9152294,PC 08,
Handroanthus incanus , Tahuari, ,, ,47,14555,6.0304,75,21,46,Aprovechable,En Pie,18S,449635,9152572,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,14556,8.1682,100,16,60,Aprovechable,En Pie,18S,449628,9152614,PC 08,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,14557,5.5543,80,17,41,Aprovechable,En Pie,18S,449620,9152619,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,14558,8.2932,95,18,51,Aprovechable,En Pie,18S,449643,9152726,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,47,14559,7.3769,85,20,56,Aprovechable,En Pie,18S,449652,9152793,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,47,14560,2.2054,60,12,41,Semillero,En Pie,18S,449665,9152874,PC 08,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,14561,3.594,80,11,60,Semillero,En Pie,18S,449696,9152881,PC 08,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,47,14562,13.2324,120,18,64,Aprovechable,En Pie,18S,449699,9152879,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,14563,6.1261,100,12,60,Aprovechable,En Pie,18S,449666,9152900,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,47,14564,1.5443,55,10,41,Semillero,En Pie,18S,449667,9152935,PC 08,SEMILLERO
Cariniana domestica , Cachimbo rojo,Cariniana domestica , Cachimbo rojo, ,47,14565,5.5033,70,22,41,Aprovechable,En Pie,18S,449671,9152966,PC 08,
Cariniana domestica , Cachimbo rojo,Cariniana domestica , Cachimbo rojo, ,47,14566,2.9405,60,16,41,Semillero,En Pie,18S,449659,9152973,PC 08,SEMILLERO
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,47,14567,4.125,67,18,41,Aprovechable,En Pie,18S,449647,9153042,PC 08,
Handroanthus incanus , Tahuari, ,, ,47,14568,7.188,80,22,46,Aprovechable,En Pie,18S,449633,9153152,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,47,14569,4.5027,70,18,56,Aprovechable,En Pie,18S,449634,9153757,PC 08,CAIDO NATURAL
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,47,14570,3.6667,65,17,46,Aprovechable,En Pie,18S,449669,9153841,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,14571,5.5033,70,22,51,Aprovechable,En Pie,18S,449653,9153872,PC 08,CAIDO NATURAL
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,47,14572,6.364,81,19,41,Aprovechable,En Pie,18S,449674,9153895,PC 08,
Terminalia oblonga , Yacushapana,Terminalia amazonia , Yacushapana, ,47,14573,4.5834,67,20,41,Aprovechable,En Pie,18S,449671,9153929,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,14574,8.2703,90,20,51,Aprovechable,En Pie,18S,449647,9153981,PC 08,
Terminalia oblonga , Yacushapana,Terminalia amazonia , Yacushapana, ,47,14575,4.5027,70,18,41,Aprovechable,En Pie,18S,449650,9154031,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,48,14576,1.8378,60,10,41,Aprovechable,En Pie,18S,449596,9154032,PC 08,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,48,14577,4.3528,73,16,46,Aprovechable,En Pie,18S,449589,9153908,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,48,14578,7.8447,98,16,51,Aprovechable,En Pie,18S,449600,9153869,PC 08,
Terminalia oblonga , Yacushapana,Terminalia amazonia , Yacushapana, ,48,14579,3.6029,71,14,41,Aprovechable,En Pie,18S,449601,9153867,PC 08,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,48,14580,7.188,80,22,64,Semillero,En Pie,18S,449613,9153755,PC 08,SEMILLERO
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,48,14581,6.3254,88,16,56,Aprovechable,En Pie,18S,449614,9153603,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,48,14582,8.2703,90,20,56,Aprovechable,En Pie,18S,449606,9153599,PC 08,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,48,14583,2.9405,60,16,41,Aprovechable,En Pie,18S,449575,9153594,PC 08,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,48,14584,3.0688,68,13,41,Aprovechable,En Pie,18S,449591,9153323,PC 08,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,48,14585,7.188,80,22,64,Aprovechable,En Pie,18S,449601,9153243,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,48,14586,4.125,67,18,41,Aprovechable,En Pie,18S,449579,9153173,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,48,14587,2.3164,55,15,41,Semillero,En Pie,18S,449595,9153172,PC 08,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,48,14588,11.7417,100,23,64,Aprovechable,En Pie,18S,449589,9153149,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,48,14589,5.9896,95,13,60,Aprovechable,En Pie,18S,449614,9152871,PC 08,
Terminalia oblonga , Yacushapana,Terminalia amazonia , Yacushapana, ,48,14590,6.0536,77,20,41,Aprovechable,En Pie,18S,449618,9152869,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,48,14591,3.7522,70,15,41,Aprovechable,En Pie,18S,449613,9152823,PC 08,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,48,14592,7.5147,80,23,64,Aprovechable,En Pie,18S,449612,9152817,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,48,14593,8.6787,100,17,60,Aprovechable,En Pie,18S,449584,9152774,PC 08,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,48,14594,5.7534,70,23,41,Aprovechable,En Pie,18S,449601,9152698,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,48,14595,6.2027,90,15,60,Aprovechable,En Pie,18S,449599,9152684,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,48,14596,2.7797,55,18,41,Semillero,En Pie,18S,449599,9152621,PC 08,SEMILLERO
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,48,14597,7.0094,79,22,56,Semillero,En Pie,18S,449601,9152510,PC 08,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,48,14598,2.4709,55,16,46,Semillero,En Pie,18S,449594,9152225,PC 08,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,48,14599,5.4561,75,19,51,Aprovechable,En Pie,18S,449589,9152130,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,48,14600,7.0297,90,17,51,Aprovechable,En Pie,18S,449595,9152113,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,48,14601,2.3164,55,15,41,Semillero,En Pie,18S,449596,9152045,PC 08,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,48,14602,5.5033,70,22,60,Aprovechable,En Pie,18S,449583,9152027,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,48,14603,5.5907,78,18,41,Aprovechable,En Pie,18S,449590,9152022,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,48,14604,10.5012,110,17,56,Aprovechable,En Pie,18S,449598,9151890,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,48,14605,4.4261,85,12,60,Aprovechable,En Pie,18S,449603,9151844,PC 08,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,48,14606,9.1892,100,18,64,Aprovechable,En Pie,18S,449600,9151824,PC 08,
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,48,14607,8.2703,90,20,41,Aprovechable,En Pie,18S,449594,9151647,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,48,14608,8.8962,89,22,56,Aprovechable,En Pie,18S,449591,9151544,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,48,14609,3.3081,60,18,51,Aprovechable,En Pie,18S,449589,9151542,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,48,14610,6.0304,75,21,41,Aprovechable,En Pie,18S,449606,9151541,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,53,14611,3.2354,65,15,41,Aprovechable,En Pie,18S,449358,9151614,PC 08,
Ceiba samauma , Huimba,Ceiba samauma , Huimba, ,53,14612,8.6838,90,21,51,Aprovechable,En Pie,18S,449370,9151621,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,53,14613,7.6577,100,15,60,Aprovechable,En Pie,18S,449338,9151623,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,53,14614,2.3164,55,15,41,Semillero,En Pie,18S,449346,9151687,PC 08,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,53,14615,6.5345,80,20,64,Aprovechable,En Pie,18S,449334,9151709,PC 08,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,53,14616,3.3081,60,18,41,Aprovechable,En Pie,18S,449337,9151794,PC 08,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,53,14617,2.7797,55,18,41,Aprovechable,En Pie,18S,449339,9151809,PC 08,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,53,14618,13.5898,110,22,64,Aprovechable,En Pie,18S,449353,9151808,PC 08,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,53,14619,1.8608,45,18,41,Semillero,En Pie,18S,449341,9151850,PC 08,SEMILLERO
Handroanthus incanus , Tahuari, ,, ,53,14620,5.1689,75,18,46,Aprovechable,En Pie,18S,449364,9151875,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,53,14621,3.8824,65,18,51,Semillero,En Pie,18S,449369,9151886,PC 08,SEMILLERO
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,53,14622,2.7516,70,11,41,Aprovechable,En Pie,18S,449335,9151948,PC 08,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,53,14623,4.8125,67,21,41,Aprovechable,En Pie,18S,449345,9152163,PC 08,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,53,14624,2.7797,55,18,41,Semillero,En Pie,18S,449342,9152165,PC 08,SEMILLERO
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,53,14625,10.2102,100,20,46,Aprovechable,En Pie,18S,449334,9152240,PC 08,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,53,14626,3.8595,60,21,51,Semillero,En Pie,18S,449341,9152260,PC 08,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,53,14627,11.1189,110,18,64,Semillero,En Pie,18S,449353,9152338,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,53,14628,13.2324,120,18,60,Semillero,En Pie,18S,449351,9152350,PC 08,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,53,14629,6.0536,77,20,56,Aprovechable,En Pie,18S,449340,9152404,PC 08,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,53,14630,5.2276,80,16,60,Semillero,En Pie,18S,449353,9152434,PC 08,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,53,14631,9.5108,90,23,64,Aprovechable,En Pie,18S,449351,9152571,PC 08,
